제주 대분류,제주 중분류,업종명,성별,연령대별, 카드이용금액 , 카드이용건수 
제주시,용담2동,슈퍼 마켓,여,50대,4119900,217
서귀포시,예래동,기념품 점,여,40대,435100,23
제주시,노형동,슈퍼 마켓,남,40대,16243040,860
제주시,연동,슈퍼 마켓,남,40대,19890980,1054
서귀포시,성산읍,의원,남,50대,396300,21
서귀포시,남원읍,슈퍼 마켓,남,50대,2791240,148
제주시,용담2동,기타음료식품,남,30대,941800,50
제주시,애월읍,스넥,남,40대,7700500,410
제주시,용담2동,슈퍼 마켓,여,30대,3380680,180
서귀포시,성산읍,스넥,여,40대,1533000,82
제주시,용담2동,스넥,남,20대,336500,18
제주시,용담2동,슈퍼 마켓,여,40대,3344320,179
서귀포시,대륜동,슈퍼 마켓,여,40대,914070,49
제주시,용담2동,스넥,여,20대,372300,20
제주시,용담2동,의원,남,40대,332000,18
제주시,이도2동,의원,남,30대,1709900,93
제주시,연동,의원,남,30대,1305100,71
제주시,이도2동,약국,여,40대,2185990,119
제주시,애월읍,슈퍼 마켓,여,40대,5525960,301
제주시,이도2동,약국,남,50대,2052830,112
제주시,용담2동,슈퍼 마켓,남,20대,2022850,111
서귀포시,성산읍,슈퍼 마켓,남,40대,10750400,592
서귀포시,예래동,스넥,남,20대,1700540,94
제주시,삼도2동,의원,여,20대,235000,13
서귀포시,성산읍,기타음료식품,여,40대,1116560,62
제주시,노형동,슈퍼 마켓,여,30대,9558520,531
제주시,이도2동,악세 사리,여,20대,1887900,105
서귀포시,성산읍,기타음료식품,여,30대,2041290,114
제주시,애월읍,기타음료식품,여,50대,284700,16
제주시,삼도2동,스넥,남,40대,354000,20
서귀포시,대륜동,슈퍼 마켓,남,40대,1767860,100
서귀포시,성산읍,스넥,남,30대,6019500,341
제주시,애월읍,슈퍼 마켓,남,50대,5471210,310
서귀포시,성산읍,기타음료식품,남,30대,2256250,128
서귀포시,대륜동,슈퍼 마켓,남,50대,1355740,77
제주시,애월읍,슈퍼 마켓,남,40대,8554590,495
서귀포시,예래동,기념품 점,여,20대,188500,11
제주시,애월읍,스넥,여,40대,4736300,277
서귀포시,예래동,슈퍼 마켓,남,50대,853800,50
제주시,연동,의원,남,20대,256100,15
서귀포시,남원읍,스넥,남,50대,1305900,77
서귀포시,예래동,기타음료식품,여,40대,2016300,119
제주시,용담2동,슈퍼 마켓,남,50대,4436640,264
제주시,노형동,스넥,남,50대,2738850,164
서귀포시,성산읍,의원,남,40대,367100,22
제주시,연동,약국,여,40대,2181310,131
서귀포시,대륜동,슈퍼 마켓,남,30대,2677230,161
서귀포시,남원읍,스넥,여,40대,1728800,104
서귀포시,대륜동,스넥,남,20대,216000,13
제주시,연동,스넥,여,40대,2567500,155
제주시,연동,기타음료식품,남,40대,214000,13
서귀포시,성산읍,스넥,여,20대,4506900,274
제주시,연동,스넥,남,30대,8433300,515
서귀포시,남원읍,슈퍼 마켓,여,30대,1716900,105
제주시,연동,슈퍼 마켓,남,50대,10927230,672
제주시,애월읍,슈퍼 마켓,남,30대,7480190,461
서귀포시,남원읍,슈퍼 마켓,여,40대,2961870,183
제주시,노형동,슈퍼 마켓,남,30대,11888600,735
서귀포시,예래동,기타음료식품,여,50대,499080,31
제주시,노형동,기타음료식품,여,30대,448900,28
서귀포시,성산읍,스넥,여,30대,5349600,334
서귀포시,성산읍,스넥,여,50대,876400,55
제주시,용담2동,기타음료식품,남,20대,333400,21
서귀포시,남원읍,슈퍼 마켓,여,20대,761700,48
제주시,용담2동,슈퍼 마켓,여,20대,1140400,72
제주시,이도2동,의원,남,40대,1324800,84
서귀포시,성산읍,기타음료식품,여,50대,471500,30
서귀포시,성산읍,정장(여성),여,30대,471000,30
제주시,삼도2동,악세 사리,여,20대,794600,51
서귀포시,성산읍,슈퍼 마켓,여,30대,9809760,633
제주시,용담2동,슈퍼 마켓,남,40대,5098210,329
서귀포시,성산읍,정장(여성),남,30대,325000,21
제주시,삼도2동,슈퍼 마켓,남,40대,1823790,118
제주시,이도2동,스넥,남,40대,3036500,197
서귀포시,성산읍,기타음료식품,남,40대,1365990,89
제주시,노형동,약국,남,40대,3649750,238
제주시,애월읍,농축수산품,남,20대,811500,53
서귀포시,남원읍,슈퍼 마켓,남,30대,3368380,220
제주시,연동,스넥,여,20대,8655900,570
제주시,노형동,슈퍼 마켓,남,20대,4751320,314
제주시,연동,의원,남,40대,754600,50
제주시,용담2동,슈퍼 마켓,남,30대,3608120,240
서귀포시,예래동,기타음료식품,여,30대,2084250,139
제주시,애월읍,슈퍼 마켓,여,30대,4761300,318
제주시,애월읍,스넥,남,20대,5819100,389
제주시,삼도2동,스넥,남,50대,164500,11
서귀포시,남원읍,스넥,남,40대,1655400,112
제주시,이도2동,기타음료식품,여,30대,842000,57
제주시,노형동,슈퍼 마켓,여,20대,4350000,296
서귀포시,예래동,기타음료식품,남,30대,1924100,131
제주시,연동,슈퍼 마켓,여,20대,6772420,464
서귀포시,예래동,기념품 점,여,30대,962000,66
제주시,노형동,스넥,여,40대,3152200,219
제주시,연동,슈퍼 마켓,남,30대,16787950,1167
제주시,노형동,약국,남,50대,2089290,146
제주시,용담2동,의원,남,30대,170600,12
제주시,연동,기타음료식품,남,30대,255100,18
제주시,노형동,약국,여,50대,1434590,102
제주시,삼도2동,슈퍼 마켓,여,40대,696720,50
제주시,연동,스넥,남,20대,4092300,294
제주시,연동,기타음료식품,남,20대,221300,16
제주시,연동,약국,남,40대,2403510,174
서귀포시,대륜동,슈퍼 마켓,남,20대,675390,49
서귀포시,성산읍,의원,남,30대,413400,30
서귀포시,예래동,기타음료식품,여,20대,1142850,83
서귀포시,예래동,슈퍼 마켓,여,50대,177050,13
제주시,애월읍,스넥,남,30대,15008400,1106
서귀포시,성산읍,슈퍼 마켓,남,30대,11992810,884
제주시,애월읍,스넥,여,30대,18327700,1351
서귀포시,성산읍,기타음료식품,남,20대,1009380,75
서귀포시,예래동,슈퍼 마켓,남,30대,910560,68
서귀포시,남원읍,스넥,여,50대,534800,40
서귀포시,예래동,슈퍼 마켓,남,20대,199750,15
서귀포시,예래동,기타음료식품,남,20대,675850,51
제주시,노형동,약국,여,40대,2235660,169
서귀포시,예래동,슈퍼 마켓,남,40대,1040200,79
제주시,노형동,스넥,남,40대,5080460,386
제주시,삼도2동,악세 사리,여,30대,262300,20
제주시,이도2동,스넥,남,50대,1021100,78
제주시,용담2동,기타음료식품,여,30대,366000,28
서귀포시,성산읍,기타음료식품,여,20대,895170,69
서귀포시,대륜동,기타음료식품,여,40대,451750,35
서귀포시,성산읍,의원,여,40대,296300,23
제주시,애월읍,스넥,여,20대,11749400,915
서귀포시,대륜동,슈퍼 마켓,여,50대,486170,38
제주시,이도2동,의원,남,50대,743300,59
제주시,연동,약국,여,30대,3010640,239
제주시,삼도2동,악세 사리,남,20대,302200,24
서귀포시,남원읍,스넥,여,30대,4095300,326
서귀포시,성산읍,의원,남,20대,150600,12
제주시,이도2동,약국,여,30대,2032430,162
제주시,삼도2동,슈퍼 마켓,여,30대,449700,36
서귀포시,예래동,슈퍼 마켓,여,20대,336010,27
제주시,삼도2동,슈퍼 마켓,남,50대,1032190,83
제주시,연동,약국,남,30대,2798680,226
제주시,애월읍,기타음료식품,여,30대,123800,10
서귀포시,대륜동,기타음료식품,남,50대,420650,34
서귀포시,남원읍,스넥,남,30대,4302100,348
제주시,이도2동,스넥,여,40대,1747400,143
서귀포시,남원읍,스포츠레져용품,남,30대,231590,19
서귀포시,남원읍,스넥,여,20대,2961400,243
제주시,애월읍,슈퍼 마켓,여,20대,2339670,192
제주시,삼도2동,스넥,여,50대,145500,12
서귀포시,성산읍,약국,여,40대,502900,42
제주시,삼도2동,스넥,여,40대,239200,20
서귀포시,성산읍,기타음료식품,남,50대,453640,38
제주시,연동,약국,남,20대,965920,81
제주시,이도2동,스넥,남,30대,5184500,437
서귀포시,대륜동,약국,남,40대,651600,55
제주시,용담2동,의원,여,20대,165270,14
서귀포시,성산읍,의원,여,20대,140800,12
서귀포시,성산읍,슈퍼 마켓,여,20대,5347670,457
서귀포시,남원읍,슈퍼 마켓,남,20대,531680,46
서귀포시,예래동,슈퍼 마켓,여,40대,207650,18
서귀포시,남원읍,스넥,남,20대,1831200,159
제주시,이도2동,기타음료식품,남,20대,184100,16
서귀포시,성산읍,약국,여,50대,287000,25
서귀포시,성산읍,약국,남,50대,367220,32
서귀포시,예래동,슈퍼 마켓,여,30대,504480,44
제주시,노형동,약국,여,30대,4172550,366
제주시,노형동,스넥,남,20대,5235050,462
제주시,삼도2동,스넥,남,20대,225500,20
서귀포시,남원읍,약국,남,40대,236500,21
제주시,노형동,스넥,여,50대,787700,70
제주시,이도2동,스넥,남,20대,3443200,306
제주시,삼도2동,약국,남,40대,257800,23
제주시,노형동,기타음료식품,남,30대,683470,61
제주시,연동,약국,여,20대,1639200,147
제주시,노형동,스넥,남,30대,7012560,631
서귀포시,대륜동,기타음료식품,남,40대,699750,63
제주시,노형동,약국,남,30대,3125560,282
제주시,애월읍,약국,여,40대,243600,22
제주시,용담2동,약국,여,50대,498200,45
제주시,이도2동,스넥,여,30대,3972480,362
서귀포시,남원읍,의원,남,50대,284400,26
제주시,삼도2동,스넥,남,30대,271000,25
제주시,노형동,스넥,여,30대,5148550,476
제주시,이도2동,약국,여,20대,1176500,109
서귀포시,성산읍,슈퍼 마켓,남,20대,4541120,423
제주시,삼도2동,슈퍼 마켓,여,20대,475660,45
제주시,이도2동,스넥,여,20대,4290600,406
서귀포시,성산읍,의원,여,30대,278700,27
서귀포시,대륜동,약국,여,50대,216100,21
서귀포시,대륜동,기타음료식품,남,20대,245090,24
제주시,이도2동,약국,여,50대,510500,50
제주시,삼도2동,의원,남,40대,142300,14
제주시,노형동,스넥,여,20대,4312190,425
제주시,삼도2동,약국,여,40대,202300,20
제주시,이도2동,약국,남,40대,1230880,124
서귀포시,대륜동,의원,여,20대,97000,10
제주시,노형동,약국,남,20대,826100,87
제주시,이도2동,기타음료식품,여,40대,178800,19
제주시,노형동,약국,여,20대,1483300,158
제주시,연동,슈퍼 마켓,남,20대,5563374,597
제주시,용담2동,약국,남,30대,1445500,157
제주시,용담2동,약국,여,40대,766600,84
서귀포시,대륜동,기타음료식품,여,30대,754850,83
제주시,연동,기타음료식품,여,30대,279200,31
제주시,이도2동,약국,남,30대,1295240,144
제주시,삼도2동,슈퍼 마켓,남,30대,719340,80
제주시,이도2동,스넥,여,50대,358700,40
제주시,삼도2동,약국,남,20대,141800,16
제주시,이도2동,기타음료식품,여,20대,158600,18
제주시,애월읍,기타음료식품,남,20대,219000,25
제주시,삼도2동,슈퍼 마켓,남,20대,271020,31
서귀포시,대륜동,약국,남,20대,200600,23
서귀포시,대륜동,기타음료식품,남,30대,940700,108
제주시,애월읍,약국,남,30대,399700,46
서귀포시,성산읍,약국,여,30대,809270,95
제주시,애월읍,기타음료식품,남,30대,119000,14
제주시,삼도2동,의원,남,30대,169900,20
서귀포시,성산읍,약국,남,30대,949600,113
서귀포시,대륜동,약국,남,50대,238300,29
제주시,애월읍,약국,남,50대,122100,15
제주시,용담2동,약국,여,30대,1486100,184
서귀포시,대륜동,기타음료식품,여,50대,241250,30
제주시,용담2동,약국,남,50대,462200,58
제주시,애월읍,기타음료식품,남,50대,151150,19
제주시,애월읍,약국,여,30대,237000,30
제주시,용담2동,약국,여,20대,1057700,136
제주시,용담2동,약국,남,20대,438700,57
서귀포시,대륜동,약국,남,30대,668300,87
제주시,애월읍,약국,남,40대,211700,28
제주시,이도2동,약국,남,20대,477000,64
서귀포시,대륜동,약국,여,40대,272800,37
제주시,삼도2동,약국,여,30대,248500,34
제주시,용담2동,약국,남,40대,692000,96
제주시,애월읍,약국,여,20대,127800,18
제주시,삼도2동,약국,여,20대,204460,29
서귀포시,성산읍,약국,남,40대,338200,49
서귀포시,성산읍,약국,여,20대,500300,73
서귀포시,대륜동,기타음료식품,여,20대,657100,96
서귀포시,대륜동,약국,여,30대,647500,96
제주시,연동,기타음료식품,여,20대,127700,19
서귀포시,남원읍,의원,남,40대,72000,11
서귀포시,대륜동,약국,여,20대,304100,47
제주시,삼도2동,약국,남,30대,163800,26
서귀포시,성산읍,약국,남,20대,220400,37
제주시,노형동,기타음료식품,남,20대,240290,42
제주시,애월읍,의원,여,50대,118500,21
서귀포시,남원읍,약국,여,30대,77500,14
서귀포시,남원읍,약국,남,30대,100500,19
서귀포시,남원읍,의원,여,50대,52000,10
제주시,애월읍,기타음료식품,여,20대,277900,62
제주시,노형동,스포츠레져용품,남,40대,4478200,18
서귀포시,대륜동,농축수산품,여,50대,29221000,120
제주시,삼도2동,농축수산품,남,40대,3817000,17
서귀포시,대륜동,농축수산품,남,50대,27440000,129
서귀포시,대륜동,농축수산품,여,40대,14140400,71
제주시,삼도2동,스포츠레져용품,여,50대,2386750,13
제주시,연동,악세 사리,남,40대,3410400,20
제주시,노형동,스포츠레져용품,여,50대,2215400,13
제주시,노형동,정장(여성),남,30대,1972800,12
제주시,노형동,정장(여성),여,40대,4517300,28
제주시,연동,농축수산품,남,50대,10948900,72
제주시,노형동,정장(여성),남,40대,2121700,14
서귀포시,대륜동,농축수산품,남,40대,14304500,96
제주시,이도2동,정장(여성),여,50대,1404000,10
제주시,연동,스포츠레져용품,여,50대,7967400,58
제주시,연동,정장(여성),남,50대,2950000,22
서귀포시,남원읍,농축수산품,남,50대,8759700,70
제주시,이도2동,스포츠레져용품,남,50대,2248100,18
제주시,연동,정장(여성),남,40대,4232300,35
서귀포시,대륜동,농축수산품,남,20대,2247000,19
제주시,삼도2동,스포츠레져용품,여,40대,4708500,41
제주시,노형동,안경,남,30대,1111200,10
서귀포시,예래동,스포츠레져용품,여,50대,2962600,27
서귀포시,대륜동,농축수산품,남,30대,8047000,75
제주시,연동,정장(여성),여,40대,5293400,51
제주시,연동,스포츠레져용품,남,30대,17070300,167
제주시,삼도2동,정장(여성),남,30대,1906100,19
제주시,삼도2동,스포츠레져용품,남,30대,6439500,65
제주시,연동,스포츠레져용품,여,30대,14216850,144
제주시,삼도2동,스포츠레져용품,남,40대,5926300,61
제주시,연동,정장(여성),여,30대,10647570,110
서귀포시,예래동,스포츠레져용품,남,40대,1344600,14
서귀포시,예래동,농축수산품,남,40대,6614900,69
제주시,연동,정장(여성),남,30대,5071300,53
제주시,삼도2동,정장(여성),남,40대,1527600,16
제주시,연동,스포츠레져용품,남,50대,10354800,109
제주시,연동,농축수산품,남,40대,7187200,77
서귀포시,예래동,스포츠레져용품,남,30대,921100,10
서귀포시,예래동,농축수산품,남,50대,3038000,33
제주시,연동,스포츠레져용품,여,40대,10448400,114
제주시,연동,스포츠레져용품,남,40대,12051200,132
서귀포시,대륜동,농축수산품,여,30대,7285800,81
서귀포시,예래동,농축수산품,남,30대,6848800,77
제주시,연동,정장(여성),여,50대,2707700,31
제주시,이도2동,농축수산품,남,50대,33953770,392
제주시,애월읍,농축수산품,남,50대,5413000,63
제주시,삼도2동,농축수산품,남,50대,1519500,18
제주시,연동,농축수산품,남,20대,1009000,12
제주시,노형동,안경,여,20대,1165000,14
서귀포시,대륜동,농축수산품,여,20대,3559000,43
제주시,삼도2동,스포츠레져용품,남,20대,1401200,17
제주시,노형동,안경,남,40대,1151000,14
제주시,삼도2동,스포츠레져용품,남,50대,4426500,54
제주시,연동,스포츠레져용품,남,20대,6705260,82
제주시,이도2동,정장(여성),여,40대,2117150,26
제주시,연동,정장(여성),남,20대,2421600,30
제주시,이도2동,안경,여,30대,1449800,18
서귀포시,예래동,농축수산품,여,20대,2534500,32
서귀포시,예래동,농축수산품,여,30대,5938700,75
서귀포시,예래동,농축수산품,남,20대,1898700,24
제주시,이도2동,정장(여성),남,40대,1097300,14
제주시,연동,농축수산품,남,30대,6581100,84
제주시,용담2동,농축수산품,남,50대,49506500,632
서귀포시,남원읍,골프 용품,남,50대,1380000,18
제주시,삼도2동,악세 사리,남,50대,837900,11
제주시,노형동,안경,여,30대,1140000,15
서귀포시,성산읍,농축수산품,남,50대,10904500,145
제주시,용담2동,농축수산품,남,40대,36562030,487
서귀포시,예래동,스포츠레져용품,여,40대,1122500,15
제주시,이도2동,정장(여성),남,30대,961400,13
제주시,이도2동,정장(여성),남,20대,1256000,17
서귀포시,남원읍,농축수산품,여,50대,5454000,74
제주시,연동,안경,남,40대,946100,13
제주시,이도2동,농축수산품,여,50대,28372060,392
제주시,연동,스포츠레져용품,여,20대,9798200,136
제주시,이도2동,기타음료식품,남,50대,719100,10
제주시,삼도2동,의원,여,40대,2147400,30
제주시,노형동,농축수산품,남,50대,4919600,69
제주시,노형동,기념품 점,여,30대,2835700,40
제주시,연동,농축수산품,여,50대,2508740,36
제주시,이도2동,농축수산품,남,40대,16649970,240
제주시,노형동,기념품 점,남,50대,965100,14
제주시,이도2동,스포츠레져용품,남,40대,2203700,32
서귀포시,예래동,농축수산품,여,40대,3682500,54
제주시,삼도2동,스포츠레져용품,여,30대,3881600,57
서귀포시,예래동,농축수산품,여,50대,1477800,22
서귀포시,성산읍,농축수산품,남,40대,15254200,228
제주시,연동,정장(여성),여,20대,4142300,63
제주시,연동,안경,남,50대,981000,15
제주시,용담2동,농축수산품,남,30대,26449830,408
제주시,노형동,농축수산품,여,40대,4023700,63
제주시,삼도2동,안경,남,30대,628000,10
제주시,이도2동,농축수산품,여,40대,19077320,313
제주시,노형동,정장(여성),여,30대,1214900,20
제주시,노형동,의원,여,40대,9956120,165
제주시,노형동,기념품 점,여,50대,603100,10
제주시,노형동,기타음료식품,여,50대,1024770,17
서귀포시,남원읍,농축수산품,여,40대,8786500,147
서귀포시,성산읍,농축수산품,여,30대,20067700,342
제주시,연동,신   발,여,40대,761400,13
서귀포시,성산읍,농축수산품,여,50대,9990600,171
제주시,이도2동,안경,남,30대,753000,13
제주시,이도2동,스포츠레져용품,남,30대,1446500,25
제주시,이도2동,정장(여성),여,30대,3296540,57
제주시,삼도2동,정장(여성),여,30대,2773600,48
제주시,연동,농축수산품,여,40대,2531100,44
제주시,삼도2동,정장(여성),여,20대,1380100,24
제주시,용담2동,농축수산품,여,30대,24370810,424
서귀포시,성산읍,농축수산품,여,40대,12748000,222
제주시,삼도2동,농축수산품,여,20대,742500,13
서귀포시,예래동,스포츠레져용품,남,50대,2627800,47
제주시,이도2동,슈퍼 마켓,여,50대,24219730,434
제주시,용담2동,농축수산품,여,40대,26607470,480
서귀포시,남원읍,농축수산품,남,40대,12108600,219
서귀포시,성산읍,농축수산품,남,30대,18707400,344
제주시,노형동,농축수산품,남,30대,3036100,56
제주시,연동,안경,여,40대,810100,15
서귀포시,남원읍,농축수산품,남,30대,8799400,163
제주시,노형동,기념품 점,남,30대,2860000,53
제주시,용담2동,기타음료식품,남,50대,2511000,47
제주시,용담2동,농축수산품,남,20대,5223600,98
제주시,애월읍,농축수산품,여,50대,3044000,58
서귀포시,성산읍,농축수산품,남,20대,3548600,68
제주시,연동,농축수산품,여,30대,3598100,69
제주시,노형동,기념품 점,남,40대,1511100,29
제주시,연동,신   발,여,20대,780800,15
제주시,용담2동,농축수산품,여,50대,31030950,601
제주시,이도2동,스포츠레져용품,남,20대,567900,11
제주시,이도2동,농축수산품,남,30대,9129220,177
제주시,이도2동,농축수산품,여,30대,7178190,141
제주시,용담2동,기타음료식품,여,50대,2426500,48
제주시,삼도2동,농축수산품,남,30대,852000,17
제주시,이도2동,의원,여,30대,5494000,110
서귀포시,남원읍,농축수산품,여,30대,8643800,174
서귀포시,성산읍,스포츠레져용품,남,30대,544300,11
제주시,애월읍,기타음료식품,여,50대,692250,14
제주시,연동,신   발,여,30대,938900,19
서귀포시,성산읍,농축수산품,여,20대,7260000,147
제주시,연동,안경,남,30대,1509900,31
제주시,연동,악세 사리,여,50대,824900,17
제주시,노형동,농축수산품,남,40대,3970300,82
서귀포시,남원읍,농축수산품,여,20대,2322000,48
제주시,연동,악세 사리,여,40대,956500,20
제주시,노형동,정장(여성),여,20대,1371600,29
제주시,이도2동,정장(여성),여,20대,6477000,139
제주시,삼도2동,정장(여성),여,40대,1066200,23
제주시,노형동,농축수산품,여,50대,2753100,60
제주시,애월읍,농축수산품,남,40대,4830900,106
서귀포시,대륜동,스넥,남,40대,671500,15
제주시,노형동,기념품 점,여,20대,2588100,58
제주시,이도2동,농축수산품,남,20대,1822120,41
제주시,삼도2동,기타음료식품,남,50대,442000,10
서귀포시,남원읍,약국,남,40대,966700,22
제주시,삼도2동,농축수산품,여,30대,1183000,27
제주시,연동,기념품 점,남,50대,3430000,79
제주시,노형동,기념품 점,여,40대,1070500,25
제주시,연동,기념품 점,여,50대,3729000,89
제주시,용담2동,농축수산품,여,20대,7963450,193
제주시,이도2동,농축수산품,여,20대,3043040,75
제주시,이도2동,슈퍼 마켓,여,40대,23936990,590
제주시,삼도2동,농축수산품,여,50대,602700,15
제주시,삼도2동,스포츠레져용품,여,20대,1245000,31
제주시,연동,악세 사리,남,30대,520600,13
제주시,이도2동,의원,여,40대,3122620,78
제주시,용담2동,기타음료식품,남,40대,2355000,59
제주시,삼도2동,신   발,남,30대,398000,10
서귀포시,남원읍,슈퍼 마켓,여,50대,2194060,56
서귀포시,성산읍,의원,여,50대,626800,16
서귀포시,남원읍,농축수산품,남,20대,1089200,28
제주시,이도2동,슈퍼 마켓,남,50대,19564040,516
서귀포시,예래동,기념품 점,여,40대,681000,18
제주시,연동,안경,남,20대,752900,20
제주시,노형동,농축수산품,여,30대,2175500,58
제주시,이도2동,안경,여,20대,1123450,30
제주시,용담2동,기념품 점,남,50대,38560600,1048
제주시,연동,농축수산품,여,20대,1172600,32
제주시,삼도2동,농축수산품,여,40대,394000,11
제주시,연동,악세 사리,여,20대,1392000,39
제주시,애월읍,농축수산품,여,40대,2850500,80
제주시,연동,기념품 점,남,40대,2527000,71
제주시,연동,의원,여,30대,4572800,129
제주시,연동,기념품 점,남,30대,4410000,126
제주시,노형동,기념품 점,남,20대,1224700,35
제주시,용담2동,기념품 점,여,50대,32461000,933
제주시,이도2동,슈퍼 마켓,남,30대,35924840,1033
제주시,용담2동,기념품 점,남,40대,48641000,1404
서귀포시,성산읍,스포츠레져용품,남,40대,680600,20
제주시,삼도2동,안경,여,20대,473000,14
제주시,애월읍,농축수산품,남,30대,5220300,156
제주시,노형동,농축수산품,여,20대,1133000,34
제주시,연동,악세 사리,여,30대,994700,30
서귀포시,남원읍,기타음료식품,여,50대,1121000,34
제주시,연동,기념품 점,여,40대,2753000,84
제주시,이도2동,슈퍼 마켓,여,30대,21694100,663
제주시,연동,안경,여,30대,1865580,58
제주시,용담2동,기념품 점,여,40대,37190300,1163
서귀포시,예래동,기념품 점,남,50대,667000,21
제주시,용담2동,기타음료식품,여,20대,820100,26
제주시,용담2동,기타음료식품,여,40대,1057100,34
서귀포시,남원읍,기타음료식품,남,50대,1211800,39
제주시,애월읍,스포츠레져용품,남,40대,1116000,36
제주시,애월읍,농축수산품,여,30대,5812500,190
제주시,용담2동,기념품 점,남,30대,41230400,1357
서귀포시,예래동,기념품 점,여,50대,393500,13
제주시,연동,의원,남,40대,2044700,68
제주시,이도2동,의원,여,20대,1821200,61
서귀포시,남원읍,스포츠레져용품,남,30대,386060,13
제주시,노형동,의원,남,50대,3290200,111
서귀포시,대륜동,스넥,남,20대,321000,11
제주시,용담2동,기타음료식품,여,30대,1102300,38
서귀포시,남원읍,기타음료식품,남,40대,1416100,49
제주시,연동,기념품 점,남,20대,2261000,79
제주시,이도2동,악세 사리,여,30대,427800,15
제주시,연동,기념품 점,여,30대,2810600,99
제주시,이도2동,의원,여,50대,925900,33
서귀포시,성산읍,정장(여성),여,30대,392000,14
서귀포시,남원읍,기타음료식품,여,30대,1509500,54
서귀포시,남원읍,스포츠레져용품,남,50대,694350,25
제주시,이도2동,슈퍼 마켓,남,20대,10441180,378
제주시,삼도2동,악세 사리,여,40대,522900,19
제주시,용담2동,기념품 점,여,30대,42302300,1542
제주시,삼도2동,의원,여,30대,966900,36
제주시,용담2동,기념품 점,남,20대,14336000,543
제주시,애월읍,스포츠레져용품,남,50대,263500,10
서귀포시,예래동,기타음료식품,남,50대,1064500,41
서귀포시,성산읍,의원,남,50대,723270,28
서귀포시,성산읍,기타음료식품,여,50대,1393050,54
서귀포시,남원읍,기타음료식품,여,40대,721500,28
제주시,이도2동,슈퍼 마켓,남,40대,26313970,1023
제주시,연동,슈퍼 마켓,여,40대,15335560,598
제주시,노형동,의원,여,30대,7125090,278
제주시,삼도2동,의원,남,50대,383600,15
제주시,용담2동,스넥,여,30대,588100,23
제주시,연동,의원,여,40대,1072200,42
제주시,연동,의원,여,20대,1427100,56
제주시,용담2동,스넥,남,40대,581300,23
제주시,용담2동,의원,여,50대,328300,13
제주시,노형동,기타음료식품,여,40대,1058830,42
제주시,노형동,농축수산품,남,20대,376300,15
제주시,용담2동,의원,여,30대,576600,23
서귀포시,성산읍,기념품 점,여,40대,4441900,178
서귀포시,예래동,스넥,남,50대,2704790,109
서귀포시,예래동,스넥,남,40대,5997470,242
제주시,연동,기념품 점,여,20대,2496000,101
제주시,용담2동,기념품 점,여,20대,24144400,977
서귀포시,대륜동,슈퍼 마켓,여,40대,1527550,62
서귀포시,성산읍,기념품 점,남,50대,1157300,47
제주시,노형동,의원,여,20대,4045510,165
제주시,연동,슈퍼 마켓,여,50대,9454540,387
서귀포시,남원읍,기타음료식품,여,20대,1245500,51
제주시,삼도2동,의원,여,20대,510000,21
서귀포시,예래동,스넥,여,50대,1613860,67
제주시,노형동,슈퍼 마켓,여,50대,7633070,317
제주시,삼도2동,슈퍼 마켓,남,50대,1868030,78
제주시,애월읍,스포츠레져용품,남,30대,687500,29
제주시,노형동,슈퍼 마켓,여,40대,14767350,623
서귀포시,성산읍,기타음료식품,남,40대,2456060,104
제주시,연동,스넥,남,40대,4958700,210
제주시,용담2동,스넥,여,20대,684700,29
제주시,용담2동,스넥,여,40대,352700,15
제주시,애월읍,슈퍼 마켓,여,50대,2889790,123
제주시,용담2동,슈퍼 마켓,여,30대,3918940,167
제주시,연동,안경,여,20대,2086300,89
서귀포시,성산읍,기념품 점,여,50대,1663700,71
서귀포시,예래동,기타음료식품,여,50대,741100,32
제주시,이도2동,슈퍼 마켓,여,20대,8397430,365
서귀포시,성산읍,기념품 점,남,40대,6848700,298
제주시,삼도2동,슈퍼 마켓,여,30대,710500,31
서귀포시,예래동,스넥,남,30대,5961670,261
제주시,노형동,의원,여,50대,2900700,127
제주시,용담2동,슈퍼 마켓,여,50대,3879820,170
제주시,노형동,의원,남,20대,2324800,102
서귀포시,성산읍,기념품 점,여,30대,8744800,385
서귀포시,성산읍,기타음료식품,남,50대,1362330,60
제주시,연동,의원,여,50대,587400,26
서귀포시,예래동,스넥,여,40대,3851870,173
서귀포시,남원읍,스포츠레져용품,남,40대,636400,29
제주시,이도2동,악세 사리,남,30대,329000,15
서귀포시,예래동,스넥,여,30대,5353390,246
서귀포시,예래동,슈퍼 마켓,남,20대,281110,13
서귀포시,대륜동,스넥,여,30대,302000,14
제주시,애월읍,스넥,남,50대,2671600,124
제주시,애월읍,슈퍼 마켓,여,40대,6092330,283
제주시,삼도2동,기타음료식품,여,40대,344000,16
제주시,이도2동,약국,남,50대,2235860,104
서귀포시,대륜동,스넥,남,30대,343500,16
제주시,용담2동,스넥,남,30대,939900,44
서귀포시,남원읍,의원,남,50대,596900,28
서귀포시,예래동,기념품 점,남,40대,845800,40
제주시,이도2동,기타음료식품,남,20대,293700,14
제주시,이도2동,악세 사리,여,20대,1862130,89
제주시,노형동,슈퍼 마켓,남,40대,19138980,918
제주시,삼도2동,스넥,남,40대,479500,23
제주시,애월읍,슈퍼 마켓,남,50대,7898470,379
서귀포시,성산읍,기념품 점,남,20대,1123200,54
